Fayda,Taşlar
Kök Çakrayı (Muladhara) aktif hale getirir ve dengeler.,"Aegirine, Kırmızı Jasper, Hematit, Siyah Turmalin, Obsidyen, Dumanlı Kuvars, Glendonite, Erythrite, Eudialyte, Enstatite"
Ruhsal iletişimi ve sezgileri güçlendirir.,"Aqua Aura Kuvars, Ay Taşı, Azurit, Enstatite, Bustamite"
Boğaz Çakrasını dengeler; net iletişimi ve kendini ifade etmeyi destekler.,"Aqua Aura Kuvars, Mavi Danburit, Sodalit, Akuamarin, Turkuaz, Mavi Kalsit, Erythrite, Enstatite"
Duygusal iyileşmeyi sağlar; sevgi ve şefkat duygularını teşvik eder.,"Atlantisit, Stichtite, Roze Kuvars, Rodokrozit, Rodonit, Erythrite, Eudialyte, Enstatite"
Kalp Çakrasını dengeler ve iyileştirir.,"Atlantisit, Roze Kuvars, Yeşil Aventurin, Rodokrozit, Yeşim, Malahit, Rodonit, Aurichalcite, Brazilianite, Bustamite, Eudialyte, Enstatite"
Metabolik sistemi iyileştirir.,"Aegirine, Red Beryl"
Üçüncü Göz Çakrasını aktif hale getirir.,"Aqua Aura Kuvars, Ametist, Lapis Lazuli, Sodalit, Labradorite, Azurit, Benitoite, Enstatite"
"Bolluk, bereket ve başarı çeker.","Sitrin, Yeşim, Brazilianite, Golden Enstatite"
Stres ve anksiyeteyi azaltır.,"Aegirine, Dumanlı Kuvars, Mavi Danburit, Bustamite, Dolomit"
Kan dolaşımını ve kan hücresi oluşumunu destekler.,"Kırmızı Jasper, Bustamite, Erythrite, Eudialyte, Red Beryl"
Solar Pleksus Çakrasını dengeler; özgüven ve irade sağlar.,"Sitrin, Sarı Jasper, Kaplan Gözü, Kehribar, Pyrit, Brazilianite, Enstatite"
Taç Çakrasını aktif hale getirir; ilahi bağlantı ve ruhsal uyanış sağlar.,"Atlantisit, Kuvars Kristali, Ametist, Selenit, Beyaz Howlit, Apoflit, Phenakite, Enstatite"
Sakral Çakrayı dengeler; yaratıcılık ve cinsel enerjiyi artırır.,"Karnelyan, Turuncu Kalsit, Ay Taşı, Sitrin, Mercan, Glendonite, Eudialyte, Enstatite"
Hafıza kaybı ve odaklanma sorunlarına yardımcı olur.,"Bustamite, Enstatite"
Cilt rahatsızlıklarının tedavisine yardımcı olur.,"Bustamite, Erythrite"
Kemik ve kemik iliği sağlığını destekler.,"Aegirine, Bustamite, Erythrite, Red Beryl"
"Solunum yolu problemlerine (astım, bronşit) iyi gelir.","Bustamite, Red Beryl"
Hormon dengesini ve üreme sistemini destekler.,"Ay Taşı, Bustamite, Red Beryl"
Kalsiyum metabolizmasını dengelemeye yardımcı olur.,Dolomit
Aura korunması ve negatif enerjilerin temizlenmesi,Aegirine
Kişisel güç ve özgüvenin artırılması,Aegirine
Kök Çakra (Root Chakra) dengeleme ve topraklama,"Aegirine, Galena, Siyah Turmalin, Dravit"
Solar Pleksus Çakra aktivasyonu,"Aegirine, Yeşil Turmalin, Sarı Turmalin"
Fiziksel enerji ve dayanıklılığın (stamina) artırılması,Aegirine
"Karaciğer, dalak ve safra kesesi desteği",Aegirine
Kas ağrıları ve sırt ağrılarının hafifletilmesi,Aegirine
Duygusal iyileşme ve geçmiş hayat anılarının hatırlanması,Atlantisite
Kalp ve akciğer sağlığı; diyabet ve kan bozuklukları tedavisi,Atlantisite
Kundalini enerjisinin aktivasyonu,"Aegirine, Atlantisite"
Boğaz Çakrası (Throat Chakra) ile iletişim kanallarının açılması,"Aurichalcite, Barite, Mavi Turmalin, Paraiba Turmalin"
Hücresel düzeyde vibrasyon ve kanser tedavisi süreçlerinde bedensel baskıyı azaltma,Azeztulit
EMF radyasyonundan korunma,"Aegirine, Azeztulit, Brookite, Galena, Siyah Turmalin"
Üçüncü Göz Çakrası (Third Eye Chakra) ve sezgilerin güçlendirilmesi,"Barite, Brookite, Fosfosiderit, Mavi Turmalin, Polikrom Turmalin"
Dolaşım sistemi sorunları ve ameliyat sonrası hızlı iyileşme,Brookite
Kalp Çakrası (Heart Chakra) temizliği ve blokajların kaldırılması,"Bustamite, Atlantisite, Pembe Turmalin, Yeşil Turmalin, Karpuz Turmalin"
Lüsid rüya ve rüya yorumlama,Bustamite
"Çocukluk neşesi, öfke salınımı ve oyunculuk",Dalmaçya Taşı
Bağışıklık sisteminin güçlendirilmesi,"Erythrite, Dalmaçya Taşı, Fosfosiderit"
Evcil hayvanların (özellikle köpeklerin) eğitimi ve şifalanması,Dalmaçya Taşı
"Stres, anksiyete ve uykusuzluk (insomnia) giderme","Erythrite, Fosfosiderit, Girasol Kuvars, Ametist"
Sinir sistemi rejenerasyonu ve travma sonrası stres bozukluğu (PTSD),Faden Kuvars
"Bolluk, bereket ve şans çekme","Atlantisite, Sitrin, Yeşil Turmalin"
Taç Çakra (Crown Chakra) ve maneviyatla bağlantı,"Barite, Brookite, Faden Kuvars, Aşçerit"
Duygusal dengesizlik veya sıkıntı anlarında yardımcı olur,Melek Aura Kuvars
"Ortamları neşe, mutluluk ve canlandırıcı enerjiyle doldurur",Melek Aura Kuvars
Aura etrafında koruyucu bir kalkan sağlar,Melek Aura Kuvars
"İç huzuru, zihinsel berraklık ve yüksek zeka sağlar",Melek Aura Kuvars
Zihinsel sisi temizler,Melek Aura Kuvars
Yaşamın dönüşümüne ve harekete geçmeye yardımcı olur,Melek Aura Kuvars
Hedefleri ve hayalleri kontrol altında tutmaya yardımcı olur,Melek Aura Kuvars
Kaygı ve stres giderme,"Melek Aura Kuvars, Barit"
Ruhsal uyanış ve spiritüel gelişim,"Melek Aura Kuvars, Atlantisite, Aura Kuvars, Benitoit, Dravit"
Öz şifa (Self-healing),"Melek Aura Kuvars, Eritrit"
Empati ve duygusal anlama,"Melek Aura Kuvars, Glendonit"
Rehberlerle ve meleklerle iletişim,"Melek Aura Kuvars, Fenakit"
Eski yaraların iyileştirilmesi ve duygusal arınma,"Atlantisite, Aura Kuvars, Dravit, Fosfosiderit"
Geçmiş yaşamlarla bağlantı kurma,Atlantisite
Negatif enerjilere karşı koruma,"Atlantisite, Aura Kuvars, Dravit, Galen"
Affetme sürecini destekleme,"Atlantisite, Dravit"
Topraklanma ve gerçeklikle bağlantı,"Atlantisite, Barit, Dravit, Galen, Franklinite"
İçsel blokajların ve bastırılmış duyguların çözülmesi,"Aura Kuvars, Fosfosiderit"
Yaratıcılık ve ilhamı artırma,"Aura Kuvars, Aurichalcite, Dravit, Dalmaçyalı Jasper"
Neşe ve canlılık verme,"Altın Aura Kuvars, Dalmaçyalı Jasper"
İletişim becerilerini geliştirme ve kendini ifade etme,"Aura Kuvars, Aurichalcite, Barit, Eritrit"
İstenmeyen alışkanlıkları ve bağımlılıkları bırakma,"Aurichalcite, Barit, Dravit"
Zihinsel netlik ve odaklanma,"Aurichalcite, Barit, Benitoit, Jasper"
Özgüven ve kararlılık kazandırma,"Barit, Dravit, Dalmaçyalı Jasper"
Toksinlerin vücuttan atılması (Detoks),"Barit, Dravit, Jasper"
Kronik yorgunluk ve bitkinliğe iyi gelme,"Barit, Dravit, Fosfosiderit"
Göz sağlığını destekleme,Barit
Radyasyona karşı koruma,"Barit, Jasper"
Rüyaları hatırlama ve iç vizyonu güçlendirme,"Barit, Benitoit, Fenakit"
Astral seyahat desteği,Barit
Zihinsel yorgunluğa karşı destek ve tazelik,Galen
Kırık kemiklerin iyileşmesi ve kemik sağlığı,"Glendonit, Fosfosiderit"
Migren ve baş ağrılarını hafifletme,"Fenakit, Glendonit, Fosfosiderit"
"Karaciğer, dalak ve böbrek sağlığını destekleme",Jasper
Fiziksel dayanıklılık ve atletik performans,Jasper
Motivasyon ve eyleme geçme enerjisi,Zincit
"Karaciğer, dalak, safra kesesi ve sindirim sistemi sorunlarını tedavi eder","Angel Aura Kuvars, Gaspeite"
Aura temizleyici olarak çalışır,"Angel Aura Kuvars, Aqua Aura Kuvars, Dravit, Faden Kuvars, Franklinite"
Bağışıklık sistemini güçlendirir,"Aqua Aura Kuvars, Azeztulit, Barit, Dalmatian Jasper, Dravit, Galen, Aktinolit, Ametrin, Kalsit, Krizoberil, Dioptaz, Kambaba Jasper, Lapis Lazuli, Pirit, Ryolit, Çinko Taşı, Aegirine, Agrellit, Ağaç Akik, Krokoit, Lemurya Yeşimi, Milibdenit, Okyanus Jasperı, Tanzine Aura Kuvars, Hücre Benzeri Desenli Akik, Kırmızı Kalsit, Portakal Karnelyan, Haşhaş Jasper, Bakır Kalsedon, Krizopraz, Yeşil Florit, Pollusit, Sardonyx, Safir, Larimar, Okenit, Selestobarit, Mıknatıs Taşı, Selenit, Titanit, Apatit, Sarı Safir, Yeşil Diopsit, Morion Kuvars, Que Sera"
Tiroid ve timüs bezini destekler,Aqua Aura Kuvars
Kalp ve vücudu detoksifiye eder,"Atlantisit, Dalmatian Jasper, Galen"
Duygusal dengeyi güçlendirir ve sevgi enerjisini artırır,"Atlantisit, Beril, Dolomit, Eudialyte, Fosfosiderit"
Yaratıcılığı ve ilhamı teşvik eder,"Atlantisit, Beril, Kırmızı Beril, Dolomit, Dravit, Eudialyte"
"Stres, kaygı ve iç huzursuzluğu giderir","Azeztulit, Barit, Beril, Bixbite, Dalmatian Jasper, Dolomit, Dravit, Fosfosiderit"
Uyku sırasında rüyaları hatırlamaya yardımcı olur,"Barit, Bustamite, Girasol Kuvars"
Topraklama sağlayarak enerjiyi dengeler,"Barit, Boji Taşı, Dalmatian Jasper, Dravit, Galen"
Psikolojik engellerin ve geçmiş travmaların aşılmasını sağlar,"Boji Taşı, Bustamite, Datolite, Eudialyte, Fosfosiderit, Gaspeite"
Zihinsel netlik ve odaklanmayı artırır,"Barit, Beril, Boji Taşı, Datolite, Dolomit, Franklinite, Galen, Girasol Kuvars, Sarı Safir, Zirkon"
Üreme sistemi sağlığını ve cinsel fonksiyonları destekler,"Dolomit, Dravit, Franklinite"
Fiziksel canlılığı ve dayanıklılığı artırır,"Kırmızı Beril, Dolomit, Dravite, Franklinite, Girasol Kuvars"
Bilinçaltını temizlemeye yardımcı olur,"Barit, Galen"
Telepatik aktiviteleri ve psişik yetenekleri geliştirir,"Azeztulit, Benitoyit, Dravit, Faden Kuvars, Fenasit"
Astral seyahat ve boyutlar arası yolculuk için rehberlik eder,"Barit, Datolite, Faden Kuvars, Fenasit"
"Bağımlılıkların (alkol, uyuşturucu vb.) üstesinden gelmeye yardımcı olur","Aegirine, Barit, Dravit, Galen"
"Psişik yetenekleri, sezgileri ve ruhsal farkındalığı geliştirir.","Adamit, Rodizit, Sfalerit"
Duygusal dengeyi korur ve iç huzur sağlar.,"Adamit, Titanit/Sfen"
Duygusal netlik ve zihinsel bütünlük sağlar.,Adamit
İletişim becerilerini geliştirir ve kendini ifade etmeyi destekler.,Adamit
"Yaşam enerjisini, neşeyi ve pozitifliği artırır.","Adamit, Rodizit, Sfalerit"
"Zihinsel netlik, odaklanma ve karar verme süreçlerini destekler.","Adamit, Safir, Sfalerit, Titanit/Sfen"
Yaratıcılığı ve gelecek vizyonunu güçlendirir.,Adamit
"Bolluk, bereket, şans ve iş başarısı getirir.","Adamit, Rodizit, Shiva Lingam, Titanit/Sfen"
Vücut sistemlerini ve organ sağlığını bütünsel olarak destekler.,Adamit
"Depresyon, anksiyete ve duygusal dengesizlikleri hafifletir.",Adamit
Enerjiyi odaklayarak şifa süreçlerini hızlandırır.,Aegirine
Kişisel farkındalığı ve dürüstlüğü artırır.,Aegirine
Ruhsal gelişim ve karmik temizlik süreçlerini destekler.,Aegirine
"Negatif enerjilerden, psişik saldırılardan ve elektromanyetik kirlilikten korur.","Aegirine, Rodizit, Shiva Lingam, Sfalerit, Amazonit, Aventurin, Florit, Jasper, Shungite, Siyah Turmalin, Lepidolit, Pirit, Amblygonit, Covellite, Hackmanite, Mika, Morion Kuvarsı, Orgonit, Ouro Verde Kuvars, Siyah Kuvars, Blizzard Taşı, Galen, Şungit, Kuvars, Que Sera Taşı, Llanit"
Enerji alanını (aura) temizler ve onarır.,Aegirine
"Özgüven, öz değer ve kişisel gücü artırır.","Aegirine, Rodizit, Sfalerit, Titanit"
Zihinsel netlik sağlar ve pozitif düşünmeyi teşvik eder.,Aegirine
Özgür iradeyi ve kişisel dürüstlüğü güçlendirir.,"Aegirine, Titanit"
İlişkileri şifalandırır ve duygusal bağları güçlendirir.,"Aegirine, Titanit"
Duygusal travmaları ve enerji blokajlarını şifalandırır.,Aegirine
Vücudun doğal şifa kapasitesini ve enerji seviyesini artırır.,"Aegirine, Rodizit, Titanit"
Metabolizmayı düzenler ve iç organ sağlığını destekler.,Aegirine
"Kas, eklem ağrılarını hafifletir ve detoksifikasyonu destekler.","Aegirine, Titanit/Sfen"
Kundalini enerjisini aktive eder ve ruhsal yükselişi destekler.,Shiva Lingam
Cinsel enerjiyi ruhsal gelişimle bütünleştirir.,Shiva Lingam
Eril ve dişil enerjileri dengeleyerek içsel uyum sağlar.,"Shiva Lingam, Sfalerit"
"Cinsel sağlığı, tutkuyu ve üreme enerjisini artırır.","Shiva Lingam, Sfalerit"
Psikolojik farkındalık sağlar ve negatif alışkanlıkları dönüştürür.,Shiva Lingam
Duygusal travmaları ve geçmişten gelen yaraları şifalandırır.,Shiva Lingam
Eril enerjiyi ve özgüveni güçlendirir.,Shiva Lingam
Eterik bağları keser ve enerjisel temizlik sağlar.,Shiva Lingam
Dişil enerjiyi ve kadınlık gücünü destekler.,Shiva Lingam
"Üreme sağlığını, doğurganlığı ve hormonal dengeyi destekler.",Shiva Lingam
Vücuttaki enerji akışını ve meridyenleri uyarır.,Shiva Lingam
Zihinsel berraklık sağlar ve aidiyet hissini güçlendirir.,Sfalerit
Sinir sistemini sakinleştirir ve destekler.,"Safir, Sfalerit"
Gerçeği algılama ve ayırt etme yeteneğini güçlendirir.,Sfalerit
Kişisel koruma sağlar ve negatif etkilerden uzak tutar.,Sfalerit
Topraklanma sağlar ve dünyaya aidiyet hissini güçlendirir.,"Sfalerit, Titanit/Sfen"
Enerjisel ve eterik düzeyde derin şifa sağlar.,Titanit/Sfen
Duygusal ve ruhsal geçiş süreçlerinde denge sağlar.,Titanit/Sfen
Sezgileri güçlendirir ve yaratıcılığı besler.,"Shiva Lingam, Sfalerit, Titanit/Sfen"
Kalp çakrasını açar ve duygusal denge sağlar.,Titanit/Sfen
Negatif enerjiyi temizler ve bütünsel şifa sağlar.,Titanit/Sfen
Bağışıklık sistemini güçlendirir ve vücut direncini artırır.,"Rodizit, Safir, Sfalerit, Titanit/Sfen"
Ruhsal engelleri kaldırır ve enerji akışını sağlar.,Rodizit
"Beden, zihin ve ruh bütünlüğü sağlayarak farkındalığı artırır.",Rodizit
Rüya hatırlamayı ve vizyoner yetenekleri destekler.,Rodizit
Fiziksel travmaların iyileşme sürecini destekler.,Rodizit
"Stres, anksiyete ve duygusal gerginliği azaltır.","Rodizit, Sfalerit, Angelit, Ajoit, Amazonit"
Karaciğer ve böbrek fonksiyonlarını destekleyerek temizler.,"Rodizit, Safir, Sfalerit"
Zihni sakinleştirir ve meditasyon derinliğini artırır.,Rodizit
Beyin fonksiyonlarını destekler ve zihinsel istikrar sağlar.,Rodizit
Vücut dengesini sağlar ve iltihaplanmayı azaltır.,Rodizit
"Canlılık, fiziksel güç ve topraklanma sağlar.","Shiva Lingam, Sfalerit"
Algıları keskinleştirir ve doğru karar vermeyi sağlar.,Sfalerit
Fiziksel dayanıklılığı ve enerji seviyesini artırır.,Sfalerit
Vücudu enfeksiyonlara karşı korur ve iyileşmeyi destekler.,Sfalerit
Depresyonu ve negatif duyguları hafifletir.,Shiva Lingam
Solunum yollarını destekler ve kan sağlığını iyileştirir.,Shiva Lingam
"Özgüven, motivasyon ve kararlılık sağlar.","Rodizit, Shiva Lingam, Sfalerit"
Çakraları dengeler ve ruhsal bilinci yükseltir.,"Rodizit, Sfen / Sphene"
Ruhsal rehberliği ve evrensel bilgiye erişimi destekler.,"Rodizit, Sfen / Sphene"
Zaman ötesi farkındalık ve ruhsal hafızayı güçlendirir.,Sfen / Sphene
Kritik hastalık süreçlerinde ruhsal destek ve iç huzur sağlar.,Rodizit
Hücresel düzeyde fiziksel ve enerjik iyileşme sağlar.,"Rodizit, Sfalerit, Astroﬁlit, Florit, Fulgurit, Kambaba Jasper, Rutilatlı Kuvars, Zirkon, Aegirine, Agrellit, Akik, Ammolit, Annabergit, Ametist, Bustamit, Cacoxenite, Cavansite, Çilek Kuvarsı, Dumortierit, Eilat Taşı, Epidot, Faden Kuvars, Fenster Kuvars, Grönlandit, Halit, Hanksit, Hemimorphit, Heulandite, İncir Kalsiti, Kakortokit, Kasiterit, Labradorit, Leopar Desenli Jasper, Limonit, Nuummit, Okyanus Jasperı, Prazolit, Rutile, Septarian, Sitrin, Spirit Kuvars, Tanzanit, Turmalin Kuvars, Azeztulite, Hematit, Que Sera, Kan Taşı, Kalsedon"
Astral seyahat ve ruhsal yolculukları destekler.,Rodizit
Zihinsel ve ruhsal dengeyi korur.,Sfalerit
Negatif düşünce kalıplarını kırar ve zihni özgürleştirir.,Sfalerit
Kadim bilgeliği ve şamanik yolculukları destekler.,Shiva Lingam
Ruhsal rehberlerle ve içsel doğayla iletişimi güçlendirir.,Shiva Lingam
Kalp sağlığını destekler ve kan dolaşımını düzenler.,"Shiva Lingam, Kayısı Akiği, Kan Akiği, Turuncu Aventurin Kuvars, Kırmızı Aventurin Kuvars, Purpurit, Paraiba Kuvarsı, Mıknatıs Taşı, Pembe Natrolit, Que Sera, Hematit, Okyanus Jasperı, Melanit, Safir, Dendritik Akik, Kan Taşı, Jasper, Yakut-Zoisit"
Göz sağlığını iyileştirir ve görme yetisini destekler.,"Rodizit, Safir, Sfalerit"
Baş ağrısı ve migreni hafifletir.,"Rodizit, Safir"
Sindirim sistemini düzenler ve mide rahatsızlıklarına iyi gelir.,"Rodizit, Safir"
Sezgileri keskinleştirir ve içsel bilgeliği artırır.,"Safir, Sfalerit"
Tiroid fonksiyonlarını düzenler ve boğaz sağlığını destekler.,Safir
Duyu organlarının sağlığını ve işitme yetisini destekler.,Safir
Vücudun enerji seviyesini ve aurasını güçlendirir.,"Sfalerit, Titanit"
İrade gücünü ve kararlılığı artırır.,Rodizit
"Özgüven, kişisel güç ve cesareti artırır.","Rodizit, Sfalerit"
Kronik rahatsızlıkların iyileşme sürecine destek sağlar.,Rodizit
Kan sağlığını destekler ve hücrelere oksijen taşınmasını kolaylaştırır.,Sfalerit
Duyu organlarının fonksiyonlarını ve algısını güçlendirir.,Sfalerit
Ortamdaki negatif enerjiyi temizler ve huzur sağlar.,Shiva Lingam
"Affetme, hoşgörü ve duygusal özgürleşme sağlar.",Shiva Lingam
Kemik ve iskelet sistemi sağlığını destekler.,Shiva Lingam
"Zihinsel kapasiteyi, zekayı ve öğrenmeyi destekler.",Titanit/Sfen
Kemik ve diş yapısını güçlendirir.,Titanit/Sfen
Solunum yollarını destekler ve sinüsleri rahatlatır.,Titanit/Sfen
İletişim becerilerini geliştirir ve topluluk önünde kendini ifade etmeyi kolaylaştırır.,Titanit/Sfen
Vücudu toksinlerden arındırır ve detoksifikasyon sürecini destekler.,"Abalon Kabuğu, Aktinolit, Akik, Ametrin, Sarı Apatit, Kan Taşı, Mavi Barit, Krizopras, Florit, İyolit, Kalsit, Shungite, Petriﬁye Odun, Zebra Taşı, Aktinolitli Kuvars, Dendritli Akik, Yeşil Kalsit, Ofikalsit, Zinober Opali, Kükürt, Vanadyum Beril, Yeşil Aventurin Kuvars, Yeşil Turmalin, Azurit-Malakit, Eilat Taşı, Purpurit, Zeolit Grubu, Polusit, Nuummit, Melanit, Lal, Turmalin, Jasper, Selestobarit, Kovellit, Leopar Derisi Jasper, Serafinit, Manahshila"
Sindirim sistemi ve bağırsak rahatsızlıklarına iyi gelir,"Akik, Kalsit, Karnelyan, Krizokolla, Jasper, Peridot, Turmalin, Amblygonit, Ametist, Ateş Akati, Barit, Bustamit, Halit, Hanksit, Kasiterit, Libyen Gold Tektit, Limonit, Okyanus Jasperı, Prazolit, Quantum Quattro, Sitrin, Mide Benzeri Desenli Akik, Kayısı Akiği, Kan Akiği, Çizgili Aragonit-Kalsit, Sarı Safir, Pembe Topaz, Piromorfit, Pirofillit, Moki Bilyeleri, Okenit, Natrolit"
Böbrek rahatsızlıklarını tedavi eder,"Yeşim, Nefrit, Aktinolit, Brezilyanit, Cavansite, Conichalcite, Diopside, Eilat Taşı, Heulandite, Kan Taşı, Libyen Gold Tektit, Nuummit, Okyanus Jasperı, Tanzanit, Aejirin-Ojit, Anidrit, Antofilit, Biyotit Mercekleri, Krom Diyopsit, Opal, Safir, Natrolit, Sfalerit"
Karaciğer rahatsızlıklarına yardımcı olur,"Aegirine, Aktinolit, Alexandrite, Dendritik Kalsedon, Eilat Taşı, Epidot, Gaspeit, Girasol, Kakortokit, Lepidokrosit, Limonit, Okyanus Jasperı, Prazolit, Siyah Kiyanit, Zirkon, Turuncu Aventurin Kuvars, Azurit, Azurit-Malakit, Mıknatıs Taşı, Melanit, Sfalerit"
Cilt hastalıklarına ve yaralara iyi gelir,"Akik, Kehribar, Ametist, Aragonit, Azurit, Florit, Galenit, Selenit, Ağaç Akik, Başmelek Aura Kuvars, Epidot, Erythrite, Hanksit, Mistik Topaz, Novaculite, Siyah Akik, Spirit Kuvars, Stichtite, Uranophane, Vivianit, Wavellite, Yılan Derisi Akik, Yara İzi Görüntülü Akik, Cilt Benzeri Desenli Akik, Albit, Alunit, Kalsit, Kar Tanesi Obsidiyen, Deniz Fosili Jasper, Serafinit, Mıknatıs Taşı, Riyolit, Realgar"
Kemik ve iskelet sistemini güçlendirir,"Apatit, Aragonit, Kalsit, Florit, Hematit, Manyetit, Ay Taşı, Selenit, Aegirine, Amblygonit, Bixbite, Clevelandite, Creedite, Dalmatian Taşı, Diopside, Eilat Taşı, Erythrite, Hemimorphit, Lazulite, Magnezit, Siyah Kuvars, Tiffany Taşı, Zebra Taşı, Zirkon, Mavi Dantel Akik, Dendritik Akik, Kar Tanesi Obsidiyen, Sardonyx, Mamut Fildişi, Siderit, Melanit, Seruzit, Larimar"
"Uyku kalitesini artırır, uykusuzluk ve kabusları önler.","Ametist, Kan Taşı, Dumortierit, Havlit, Lapis Lazuli, Ay Taşı, Selenit, Leonberg Alabasterı, Afganit, Auralite 23, Yıldız Mika, Malakit, Yakut-Fuksit, Skolesit, Zirkon, Mavi Turmalin, Hematit, Lityum Kuvars, Purpurit, Safir, İnci, Meteor Taşı, Serüzit, Selestobarit, Nuummite"
Hormonal sistemi ve salgı bezlerini dengeler,"Adamit, Kehribar, Angelyit, Anhidrit, Azurit, Mavi Kalsit, Mavi Dantelli Akik, Krizokolla, Lapis Lazuli, Kiyanit, Alexandrite, Amblygonit, Ametist, Astrophyllite, Aytaşı, Bustamit, Cacoxenite, Heulandite, Mavi Phantom, Quantum Quattro, Tanzine Aura Kuvars, Yıldız Akik, Su Akiği, Kassiterit, Sugilit, Mor Florit, Şahin Gözü, Melanit, Natrolit, Rodizit, Shiva Lingam, Mıknatıs Taşı, Larimar, Kuvars"
"Özgüven, özdeğer ve cesareti artırır","Aktinolit, Ametrin, Andesin, Azurit, Sitrin, Akik, Labradorit, Ay Taşı, Rodonit, Kırmızı Kalsit, Kaplan Gözü, Karnelyan, Jasper, Safir, Nuummit, Piromorfit, Şaman Taşı, Selestobarit, Melanit, Rodizit, Siyah Jasper, Şifacı Altını, Hematoit Kalsit, Sarı Kalsit, Lapis Lazuli, Leopardit, Çok Renkli Turmalin, Zirkon"
"Yaratıcılığı, hayal gücünü ve sanatsal ifadeyi artırır.","Ajoit, Ametrine, Ammonit, Aventurin, Azurit, Florit, Krizokolla, Labradotit, Ferro Aktinolit, Botswana Akiği, Kopal Kehribar, Apatit, Mavi Aventurin, Dolomit, Dumortierit, Cowrie Kabuğu, Krokoit, Manyezit, Siyah Obsidiyen, Okyanus Jasperı, Haşhaş Jasper, Portakal Kuvars, Stilbit, Yakut, Sfen, Sfalerit, Turmalin, Prazolit, Vanadinit, Opal, Jasper, Sitrin, Nuummit, Natrolit, Purpurit, Serandit"
"Zihinsel netlik, odaklanma ve konsantrasyonu artırır.","Akroit, Akvamarin, Kuvars, Florit, Kalsit, Selenit, Siyah Akik, Fülgerit, Hematit, Herderit, Kedi Gözü Kuvars, Altın Sarı Kuvars, Safir, Topaz, Vanadinit, Sarı Safir, Purpurit, Polusit, Riyolit, Melanit, Lepidolit, Larimar, Jasper, Seruzit, Titanit, Sibirya Kuvarsı, Kalkopirit, Tavuskuşu Cevheri, Verdite"
Negatif enerjiden ve psişik saldırılardan korur,"Obsidyen, Ejerin, Purpurit, Siyah Turmalin, Dumanlı Kuvars, Siyah Lal, Selestobarit, Nuummit, Markazit, Mıknatıslı Kolyeler, Sfaleri, Lepidolit, Şaman Taşları, Pollusit, Rodizit, Safir, Sardonyx, Sarı Safir, Sarı Topaz, Sitrin, Seruzit, Boksit, Gökkuşağı Obsidyen"
"Kas, eklem ve fiziksel ağrıları hafifletir.","Apaçi Gözyaşı, Auralit, Krizokolla, Damatyan Taşı, Maun Obsidyen, Dumanlı Kuvars, Alçıtaşı, Aragonit, Auralite 23, Bronzit, Zebra Jasper, Lityum Kuvars, Piroluzit, Nuummit, Hematit, Mıknatıs Taşı, Okyanus Jasperı, Şaman Taşı"
"Refah, bereket, bolluk ve şans getirir","Sitrin, Pirit, Yeşil Aventurin, Jasper, Pollusit, Nuummit, Sarı Safir, Shiva Lingam, Krizopraz, Aleksandrit, Dendritik Akik, Yağmur Çiçeği Taşı, Ağaç Akiği, Çikolata Kalsit, Yeşil Apatit, Diyaptaz, Elmas, Yeşil Lal Taşı, Altın Kaplan Gözü, İskelet Kuvars, Safir, Purpurit"
Metabolizmayı düzenler ve uyarır,"Aegirine, Aktinolit Kuvars, Bixbite, Bornite, Grönlandit, Hackmanite, Halit, Hanksit, Mistik Topaz, Okyanus Jasperı, Tanzine Aura Kuvars, Zirkon, Aktinolitli Kuvars, Hücre Benzeri Desenli Akik, Yıldız Akik, Mide Benzeri Desenli Akik, Tüp Akik, Amazonit, Ametrin, Ammolit, Bal Kalsit, Portakal Kalsit, Limon Kalsit, Göktaşı, Apatit, Mavi Opal, Vivianit, Mavi Peru Opali, Bronzit, Melanit"
Bağımlılıkları yenmede ve kötü alışkanlıklardan kurtulmada destek sağlar.,"Ametist, Barit, Kalsedon, Mavi Spinel, Tanzanit, Staurolit, Zeolit, Ametist Elestial Kuvars, Ateş Akati, Botsvana Akiki, Dumortierit, Fenster Kuvars, Lazulite, Neptunite, Pembe Kuvars, Turuncu Phantom, Kehribar, Galen, İyolit, Lepidolit, Yıldız Mika, Okenit, Selestobarit, Meteor Taşı, Seruzit, Nebula Taşı"
Solunum yolu ve akciğer hastalıklarına iyi gelir,"Adamite, Akik, Amblygonit, Ammolit, Bustamit, Cacoxenite, Diopside, Eilat Taşı, Hanksit, Larimar, Lepidokrosit, Mavi Kuvars, Okyanus Jasperı, Paraiba Turmalin, Prazolit, Akikleşmiş Mercan, Ametist Kuvars, Yeşil Apofilit, Beyaz Apofilit, Akuamarin, Malakit, Rutil Kuvars, Turkuaz, Manahshila"
Kansızlık (anemi) tedavisine yardımcı olur,"Ametist, Eilat Taşı, Goethite, Hematoid Kalsit, Kakortokit, Lapis Lazuli, Okyanus Jasperı, Opalit, Prazolit, Specularite, Kan Taşı, Hematit, Siderit, Vivianit, Göktaşı, Lal Taşı, Jasper, Safir"
Kan basıncını (tansiyonu) dengeler,"Ammonit, Aventurin, Mavi Kalsit, Mavi Kalsedon, Diopsid, Safir, Sodalit, Orta Mor Ametist, Mavi Dantel Akik, Kan Taşı, Krisokol, Dalmasyon Jasper, Sedef, Serafinit, Karnelyan, Labradorit, Piromorfit"
