Fayda,Taşlar
"Enerjiyi vücutta hareket ettirir, kalsiyum emilimine yardımcı olur, kas spazmlarını durdurur, adrenal bezleri besler.",Aragonit
"İç denge ve genişletilmiş farkındalık getirir, duygusal istikrar sağlar, refah ve büyüme fırsatlarını fark ettirir.",Çikolata Kalsit
"Motivasyonu artırır, güven ve coşku verir, enerji blokajlarını giderir.",Atakamit
"Uykusuzluk ve uyku bozukluklarını giderir, panik atak ve kaygıyı hafifletir, kas spazmları ve baş ağrısına iyi gelir.",Auralit 23
"İçsel denge sağlar, benlik duygusunu güçlendirir, liderlik niteliklerini ve sezgisel gücü artırır.",Aventurin
"Adrenal bez bozukluklarını tedavi eder, enerji blokajlarını çözer, ego temizliği sağlar.",Aksinit
"Üçüncü gözü aktive eder, karaciğer ve tiroid uyarıcıdır, detoksifikasyona yardımcı olur, yaratıcılığı ortaya çıkarır.",Azurit
"Fikirlerin temellenmesine yardımcı olur, planların ortaya konmasını ve fikirlerin hayata geçmesini sağlar.",Boksit
"Vücut ısısını dengeler, ateşi düşürür, istenmeyen duyguların serbest bırakılmasına yardımcı olur.",Brezilyanit
"Durgun enerjileri değiştirir, özgüveni artırır, vücudun mükemmelliğini hatırlatır.",Hematoid Kalsit
"Sırt ağrılarına iyi gelir, dişleri ve gözleri iyileştirir, doku ve kemik iyileşmesini teşvik eder.",Kalsit
Ateşi düşürür ve vücut ısısını dengeler.,Brezilyanit (Brazilianite)
Kalp Çakrasını açar ve aktive eder.,Ödiyalit
Öz sevgiyi teşvik eder.,"Ödiyalit, Ödiyalit (Eudialyte)"
Duygusal iyileşmeyi destekler.,"Ödiyalit, Ödiyalit (Eudialyte)"
Negatif duyguların salınmasına yardımcı olur.,Ödiyalit
Geçmiş yaşam hatıralarına ve ruh eşi bağlantılarına yardımcı olur.,Ödiyalit
Kişisel güçlenmeyi ve motivasyonu destekler.,Ödiyalit
Arzuların tezahür etmesine yardımcı olur.,"Ödiyalit, Ödiyalit (Eudialyte)"
Duygusal bedeni fiziksel eylemle hizalar.,Ödiyalit
Duygusal denge ve direnç sağlar.,Ödiyalit
Karar verme süreçlerine yardımcı olur.,Ödiyalit
Değişimi kabul etmeyi kolaylaştırır.,Ödiyalit
"Korku, suçluluk, öfke ve kederden kaynaklanan olumsuzlukları giderir.","Ödiyalit, Ödiyalit (Eudialyte)"
İç ve dış dünyalar arasında uyum sağlar.,Ödiyalit
Zihinsel berraklık ve içgörü sağlar.,Ödiyalit
Psişik yetenekleri ve sezgiyi geliştirir.,Ödiyalit
Ruhsal büyümeyi destekler.,Ödiyalit
Ertelemeyi ve şüpheyi aşmaya yardımcı olur.,Ödiyalit
Affetmeyi teşvik eder ve ilişkileri derinleştirir.,Ödiyalit
Tamamen aşırı yorgunluktan sonra enerji rezervlerini doldurur.,Ödiyalit (Eudialyte)
Kişisel zayıflıkları kabul etmeye yardımcı olur.,Ödiyalit (Eudialyte)
Yeni başlangıçları ve hatalardan ders çıkarmayı destekler.,Ödiyalit (Eudialyte)
Senkronisiteyi (eşzamanlılığı) artırır.,Ödiyalit (Eudialyte)
Kişinin gerçek içsel çağrısını takip etmesini destekler.,Ödiyalit (Eudialyte)
Yaratıcılığı uyarır.,Ödiyalit (Eudialyte)
Kan dolaşımı ve kalp sağlığına yardımcı olur.,Ödiyalit (Eudialyte)
Berrak düşünmeyi destekler ve zihni sakinleştirir,"Glendonit, Sarı Apatit, Gökkuşağı Florit, Manyetit, Crazy Lace Agate (Çılgın Dantel Akik), Lapis Lazuli"
Duygusal denge sağlar ve travmaları iyileştirir,"Kalsedon, Pembe Kuvars, Morganit, Unakit, Rodokrozit, Apache Tears (Apaçi Gözyaşları), Montana Agate"
Fiziksel iyileşme ve hücre yenilenmesini destekler,"Glendonit, Kehribar (Amber), Kan Taşı (Bloodstone), Seraphinite, Epidot, Yeşil Akik"
Kök çakrayı dengeler ve topraklanma sağlar,"Siyah Turmalin, Dumanlı Kuvars, Obsidyen, Hematit, Akşinit, Siyah Akik"
Duygusal denge ve ruhsal büyüme sağlama,Benitoyit (Benitoite)
Zihinsel berraklık sağlama,Benitoyit (Benitoite)
Kan bozuklukları ve solunum sorunlarını iyileştirme,Benitoyit (Benitoite)
"Dolaşım sistemi, sindirim ve metabolizmaya fayda sağlama",Benitoyit (Benitoite)
Cilt durumlarını iyileştirme,Benitoyit (Benitoite)
Yaratıcılığı artırma ve pozitif değişime ilham verme,Benitoyit (Benitoite)
Ruhsal güç verme ve manevi deneyimleri koruma,Benitoyit (Benitoite)
Boğaz çakrasını açma ve dürüst ifadeyi kolaylaştırma,Benitoyit (Benitoite)
Canlı rüyalar ve astral seyahati destekleme,Benitoyit (Benitoite)
"Konsantrasyon, bilgelik ve karar verme becerilerini geliştirme",Benitoyit (Benitoite)
Derin topraklama ve denge sağlama (Yin-Yang),Boji Taşları (Boji Stones)
Doku yenilenmesini destekleme ve yaraların iyileşmesini hızlandırma,Boji Taşları (Boji Stones)
Dolaşımı iyileştirme ve detoksifikasyon sağlama,Boji Taşları (Boji Stones)
Artrit rahatsızlığı ve sindirim sorunlarına iyi gelme,Boji Taşları (Boji Stones)
Elektromanyetik enerjileri emerek rahatlık verme,Boji Taşları (Boji Stones)
"Unutkanlık ve dalgınlığa karşı iyi gelme, hafızayı kuvvetlendirme",Boji Taşları (Boji Stones)
"Kök, sakral ve solar pleksus çakralarını dengeleme",Boji Taşları (Boji Stones)
Beynin sağ ve sol loblarını uyumlu hale getirme,Boji Taşları (Boji Stones)
Gizli yetenekleri açığa çıkarma,Boji Taşları (Boji Stones)
"Kişisel gücü, iradeyi ve tezahür gücünü artırma",Brezilyanit (Brazilianite)
Yaratıcılığı ve ilhamı geliştirme,Brezilyanit (Brazilianite)
Solar Pleksus ve Sakral çakrayı dengeleme,Brezilyanit (Brazilianite)
Öfkeyi serbest bırakma ve acı geçmişi temizleme,Brezilyanit (Brazilianite)
Özgüven ve öz saygıyı yükseltme,Brezilyanit (Brazilianite)
Bağımlı ilişkileri (kodependans) şifalandırma ve sınırlar koyma,Brezilyanit (Brazilianite)
Kadın üreme organları ve hormon üretimini destekleme,Brezilyanit (Brazilianite)
Sindirim sistemini düzenler ve besin emilimini artırır,"Brezilyanit (Brazilianite), Dravit (Kahverengi Turmalin), Dolomit (kalsiyum/magnezyum emilimi)"
"Sevgi, şefkat ve kendini sevmeyi teşvik etme",Datolit (Datolite)
Sinir sistemini sakinleştirme ve gerginliği giderme,Datolit (Datolite)
Kalp çakrasını açma ve iç huzur sağlama,Datolit (Datolite)
Sezgiyi ve ruhsal büyümeyi teşvik etme,Datolit (Datolite)
Eterik bedeni iyileştirme ve fiziksel dengeyi sağlama,Faden Kuvars (Faden Quartz)
Enflamasyonu azaltma (örneğin diş iltihabı),Faden Kuvars (Faden Quartz)
Dünya'nın enerji hareketlerine uyumlanma,Faden Kuvars (Faden Quartz)
"Güven sarsılması, ayrılık ve kayıp sonrası duygusal destek",Ödiyalit (Eudialyte)
Enerji seviyelerini yükseltme,Ödiyalit (Eudialyte)
Pankreatit ve Lupus semptomlarına yardımcı olma,Ödiyalit (Eudialyte)
Uyku problemlerini giderme ve zinde uyanmayı sağlama,Galen (Galena)
Zihin karmaşasını arındırma ve zihinsel odaklanma,Galen (Galena)
Derin topraklama ve denge,Galen (Galena)
Elektromanyetik (EMF) kirlilik ve negatif enerjiden korunma,Galen (Galena)
Bilinçaltı kalıplarını açığa çıkarma ve içsel dönüşüm,Galen (Galena)
Geçmiş yaşam hatıralarını geri çağırma,Fosfosiderit (Phosphosiderite)
Taç ve Ruh Yıldızı çakralarını açma,Fosfosiderit (Phosphosiderite)
"Stres giderme, sakinlik ve huzur sağlama",Fosfosiderit (Phosphosiderite)
Duyguları dengeleme ve ruhsal büyümeyi teşvik etme,Fosfosiderit (Phosphosiderite)
Sezgi ve psişik yetenekleri geliştirme,Fosfosiderit (Phosphosiderite)
Üçüncü Göz çakrasını aktive etme,Fosfosiderit (Phosphosiderite)
"Görselleştirme, hayal gücü ve berrak rüya görme",Girasol Opal / Sütlü Kuvars
Metabolik bozukluklar (diyabet) ve kronik yorgunluğa yardımcı olma,Girasol Opal / Sütlü Kuvars
"Yaratıcılığı, neşeyi ve mutluluğu teşvik etme",Girasol Opal / Sütlü Kuvars
Kişiyi sinir ve stresten koruma (Rahatlama taşı),His Taşı
Duyguların ön plana çıkmasına yardımcı olma,His Taşı
Cesareti artırır,"Aurichalcite, Kan Taşı (Bloodstone), Witches Fingers, Tiger Iron, Rhodochrosite, Sardonyx"
İçsel uyumu ve kişisel özgürlüğü teşvik eder,Aurichalcite
Yaratıcılığı ve özgün düşünceyi destekler,"Aurichalcite, Heliodor, Picasso Marble, Yellow Apatite, Sunstone"
Korku ve endişeyi serbest bırakmaya yardımcı olur,"Aurichalcite, Kaplan Gözü (Tigers Eye), Staurolite, Witches Finger Quartz, Siyah Yeşim (Black Jade), Rhodonite, Etiyopya Opali"
Dolaşım sorunlarının iyileşmesine yardımcı olur,Aurichalcite
Stres ve depresyonu hafifletir,"Aurichalcite, Lepidolite, Lithium Quartz, Kunzite, Pembe Turmalin, Amblygonite, Holmquistite, Variscite"
Işık bedeni (Light Body) aktivasyonu sağlar,Azozeo Azeztulite
Hücrelere yaşam gücü (chi) aşılar,Azozeo Azeztulite
Karma çözümü ve geçmiş yaşam anılarını açar,Azozeo Azeztulite
Fiziksel ve zihinsel restorasyon (yeniden enerji verme),Benitoyit (Benitoite)
Kan bozukluklarına yardımcı olur,Benitoyit (Benitoite)
Duyguları sakinleştirir ve zihni netleştirir,"Benitoyit (Benitoite), Girasol Kuvars"
Üçüncü göz çakrasını dengeler ve açar,"Benitoyit (Benitoite), Aurichalcite, Vivianite, Kammererite, Diaspore, Novaculite"
Göz sağlığını ve görme yetisini destekler,Brookite
Kök çakrayı uyarır ve topraklama sağlar,"Dalmaçyalı Jasper, Brookite, Dolomit, Dravit (Kahverengi Turmalin)"
Migren gibi ağrıları hafifletir,"Dolomit, Bustamite"
Bağımlılıkların ve zararlı alışkanlıkların bırakılmasına yardımcı olur,"Dravit (Kahverengi Turmalin), Aegirine, Astrophyllite, Amethyst, Unakite, Smithsonite, Dalmaçya Taşı"
"Karaciğer, dalak ve safra kesesi sağlığını destekler",Jasper
Radyasyonu ve çevresel kirleticileri detoksifiye eder,Jasper
İletişim becerilerini geliştirir ve gerçeği konuşmayı sağlar,Girasol Kuvars
Metabolizmayı destekler ve kilo vermeye yardımcı olur,Gaspeite
Öz saygıyı ve öz sevgiyi artırır,"Dravit, Erythrite"
Negatif enerjiden arınma ve koruma sağlar.,"Aegirine (Akmite), Siyah Turmalin, Selenit"
Öz-sevgi ve takdir eksikliğini giderir.,"Aegirine (Akmite), Roze Kuvars, Dolomit"
Zihinsel sağlık ve berraklığı artırır.,"Aegirine (Akmite), Pyrit, Enstatite"
Bağımlılıklarla mücadele etmeye yardımcı olur.,Aegirine (Akmite)
Tüm çakraları harekete geçirir ve hizalar.,"Aegirine (Akmite), Moldavit, Kuvars Kristali"
Beden imgesi sorunları ve utanç duygusunu yenmeye yardımcı olur.,Aegirine (Akmite)
Elektromanyetik alanlara (radyasyon) karşı koruma sağlar.,"Aegirine (Akmite), Siyah Turmalin, Shungite, Amazonite, Flint, Fulgurite, Bustamite"
Vücudun kendi kendini iyileştirme yeteneğini ve bağışıklık sistemini güçlendirir.,"Aegirine (Akmite), Bustamite"
"Karaciğer, dalak ve safra kesesi fonksiyonlarını destekler.",Aegirine (Akmite)
Kas ağrıları ve sırt ağrılarını hafifletir.,"Aegirine (Akmite), Bustamite"
Depresyon ve umutsuzlukla başa çıkmaya yardımcı olur.,"Aegirine (Akmite), Varisit, Bustamite"
Kök Çakrayı (Muladhara) aktif hale getirir ve dengeler.,"Aegirine (Akmite), Kırmızı Jasper, Hematit, Siyah Turmalin, Obsidyen, Dumanlı Kuvars, Glendonite, Erythrite, Eudialyte, Enstatite"
Ruhsal iletişimi ve sezgileri güçlendirir.,"Aqua Aura Kuvars, Ay Taşı, Azurit, Enstatite, Bustamite"
Boğaz Çakrasını dengeler; net iletişimi ve kendini ifade etmeyi destekler.,"Aqua Aura Kuvars, Mavi Danburit, Sodalit, Akuamarin, Turkuaz, Mavi Kalsit, Erythrite, Enstatite"
Duygusal iyileşmeyi sağlar; sevgi ve şefkat duygularını teşvik eder.,"Atlantisit, Stichtite, Roze Kuvars, Rodokrozit, Rodonit, Erythrite, Eudialyte, Enstatite"
Kalp Çakrasını dengeler ve iyileştirir.,"Atlantisit, Roze Kuvars, Yeşil Aventurin, Rodokrozit, Yeşim (Jade), Malahit, Rodonit, Aurichalcite, Brazilianite, Bustamite, Eudialyte, Enstatite"
Metabolik sistemi iyileştirir.,"Aegirine (Akmite), Red Beryl (Bixbite)"
Üçüncü Göz Çakrasını aktif hale getirir.,"Aqua Aura Kuvars, Ametist, Lapis Lazuli, Sodalit, Labradorite, Azurit, Benitoite, Enstatite"
"Bolluk, bereket ve başarı çeker.","Sitrin, Yeşim (Jade), Brazilianite, Golden Enstatite"
Stres ve anksiyeteyi azaltır.,"Aegirine (Akmite), Dumanlı Kuvars, Mavi Danburit, Bustamite, Dolomit"
Kan dolaşımını ve kan hücresi oluşumunu destekler.,"Kırmızı Jasper, Bustamite, Erythrite, Eudialyte, Red Beryl (Bixbite)"
Solar Pleksus Çakrasını dengeler; özgüven ve irade sağlar.,"Sitrin, Sarı Jasper, Kaplan Gözü, Amber, Pyrit, Brazilianite, Enstatite"
Taç Çakrasını aktif hale getirir; ilahi bağlantı ve ruhsal uyanış sağlar.,"Atlantisit, Kuvars Kristali, Ametist, Selenit, Beyaz Howlit, Apoflit, Phenacite (Phenakite), Enstatite"
Sakral Çakrayı dengeler; yaratıcılık ve cinsel enerjiyi artırır.,"Karnelyan, Turuncu Kalsit, Ay Taşı, Sitrin, Mercan, Glendonite, Eudialyte, Enstatite"
Hafıza kaybı ve odaklanma sorunlarına yardımcı olur.,"Bustamite, Enstatite"
Cilt rahatsızlıklarının tedavisine yardımcı olur.,"Bustamite, Erythrite"
Kemik ve kemik iliği sağlığını destekler.,"Aegirine (Akmite), Bustamite, Erythrite, Red Beryl (Bixbite)"
"Solunum yolu problemlerine (astım, bronşit) iyi gelir.","Bustamite, Red Beryl (Bixbite)"
Hormon dengesini ve üreme sistemini destekler.,"Ay Taşı, Bustamite, Red Beryl (Bixbite)"
Kalsiyum metabolizmasını dengelemeye yardımcı olur.,Dolomit
Aura korunması ve negatif enerjilerin temizlenmesi,Aegirine
Kişisel güç ve özgüvenin artırılması,Aegirine
Kök Çakra (Root Chakra) dengeleme ve topraklama,"Aegirine, Galena, Siyah Turmalin, Dravit"
Solar Pleksus Çakra aktivasyonu,"Aegirine, Yeşil Turmalin, Sarı Turmalin"
Fiziksel enerji ve dayanıklılığın (stamina) artırılması,Aegirine
"Karaciğer, dalak ve safra kesesi desteği",Aegirine
Kas ağrıları ve sırt ağrılarının hafifletilmesi,Aegirine
Duygusal iyileşme ve geçmiş hayat anılarının hatırlanması,Atlantisite
Kalp ve akciğer sağlığı; diyabet ve kan bozuklukları tedavisi,Atlantisite
Kundalini enerjisinin aktivasyonu,"Aegirine, Atlantisite"
Boğaz Çakrası (Throat Chakra) ile iletişim kanallarının açılması,"Aurichalcite, Barite, Mavi Turmalin, Paraiba Turmalin"
Hücresel düzeyde vibrasyon ve kanser tedavisi süreçlerinde bedensel baskıyı azaltma,Azeztulit
EMF radyasyonundan korunma,"Aegirine, Azeztulit, Brookite, Galena, Siyah Turmalin"
Üçüncü Göz Çakrası (Third Eye Chakra) ve sezgilerin güçlendirilmesi,"Barite, Brookite, Fosfosiderit, Mavi Turmalin, Polikrom Turmalin"
Dolaşım sistemi sorunları ve ameliyat sonrası hızlı iyileşme,Brookite
Kalp Çakrası (Heart Chakra) temizliği ve blokajların kaldırılması,"Bustamite, Atlantisite, Pembe Turmalin, Yeşil Turmalin, Karpuz Turmalin"
Lüsid rüya ve rüya yorumlama,Bustamite
"Çocukluk neşesi, öfke salınımı ve oyunculuk",Dalmaçya Taşı (Dalmatian Jasper)
Bağışıklık sisteminin güçlendirilmesi,"Erythrite, Dalmaçya Taşı, Fosfosiderit"
Evcil hayvanların (özellikle köpeklerin) eğitimi ve şifalanması,Dalmaçya Taşı
"Stres, anksiyete ve uykusuzluk (insomnia) giderme","Erythrite, Fosfosiderit, Girasol Kuvars, Ametist"
Sinir sistemi rejenerasyonu ve travma sonrası stres bozukluğu (PTSD),Faden Kuvars
"Bolluk, bereket ve şans çekme","Atlantisite, Sitrin, Yeşil Turmalin"
Taç Çakra (Crown Chakra) ve maneviyatla bağlantı,"Barite, Brookite, Faden Kuvars, Aşçerit (Achroite)"
Duygusal dengesizlik veya sıkıntı anlarında yardımcı olur,Melek Aura Kuvars (Angel Aura Quartz)
"Ortamları neşe, mutluluk ve canlandırıcı enerjiyle doldurur",Melek Aura Kuvars (Angel Aura Quartz)
Aura etrafında koruyucu bir kalkan sağlar,Melek Aura Kuvars (Angel Aura Quartz)
"İç huzuru, zihinsel berraklık ve yüksek zeka sağlar",Melek Aura Kuvars (Angel Aura Quartz)
Zihinsel sisi temizler,Melek Aura Kuvars (Angel Aura Quartz)
Yaşamın dönüşümüne ve harekete geçmeye yardımcı olur,Melek Aura Kuvars (Angel Aura Quartz)
Hedefleri ve hayalleri kontrol altında tutmaya yardımcı olur,Melek Aura Kuvars (Angel Aura Quartz)
Kaygı ve stres giderme,"Melek Aura Kuvars (Angel Aura Quartz), Barit"
Ruhsal uyanış ve spiritüel gelişim,"Melek Aura Kuvars (Angel Aura Quartz), Atlantisite, Aura Kuvars, Benitoit, Dravit"
Öz şifa (Self-healing),"Melek Aura Kuvars (Angel Aura Quartz), Eritrit (Erythrite)"
Empati ve duygusal anlama,"Melek Aura Kuvars (Angel Aura Quartz), Glendonit"
Rehberlerle ve meleklerle iletişim,"Melek Aura Kuvars (Angel Aura Quartz), Fenakit"
Eski yaraların iyileştirilmesi ve duygusal arınma,"Atlantisite, Aura Kuvars, Dravit, Fosfosiderit"
Geçmiş yaşamlarla bağlantı kurma,Atlantisite
Negatif enerjilere karşı koruma,"Atlantisite, Aura Kuvars, Dravit, Galen (Galena)"
Affetme sürecini destekleme,"Atlantisite, Dravit"
Topraklanma ve gerçeklikle bağlantı,"Atlantisite, Barit, Dravit, Galen (Galena), Franklinite"
İçsel blokajların ve bastırılmış duyguların çözülmesi,"Aura Kuvars, Fosfosiderit"
Yaratıcılık ve ilhamı artırma,"Aura Kuvars, Aurichalcite, Dravit, Dalmaçyalı Jasper"
Neşe ve canlılık verme,"Altın Aura Kuvars, Dalmaçyalı Jasper"
İletişim becerilerini geliştirme ve kendini ifade etme,"Aura Kuvars, Aurichalcite, Barit, Eritrit (Erythrite)"
İstenmeyen alışkanlıkları ve bağımlılıkları bırakma,"Aurichalcite, Barit, Dravit"
Zihinsel netlik ve odaklanma,"Aurichalcite, Barit, Benitoit, Jasper"
Özgüven ve kararlılık kazandırma,"Barit, Dravit, Dalmaçyalı Jasper"
Toksinlerin vücuttan atılması (Detoks),"Barit, Dravit, Jasper"
Kronik yorgunluk ve bitkinliğe iyi gelme,"Barit, Dravit, Fosfosiderit"
Göz sağlığını destekleme,Barit
Radyasyona karşı koruma,"Barit, Jasper"
Rüyaları hatırlama ve iç vizyonu güçlendirme,"Barit, Benitoit, Fenakit"
Astral seyahat desteği,Barit
Zihinsel yorgunluğa karşı destek ve tazelik,Galen (Galena)
Kırık kemiklerin iyileşmesi ve kemik sağlığı,"Glendonit, Fosfosiderit"
Migren ve baş ağrılarını hafifletme,"Fenakit, Glendonit, Fosfosiderit"
"Karaciğer, dalak ve böbrek sağlığını destekleme",Jasper
Fiziksel dayanıklılık ve atletik performans,Jasper
Motivasyon ve eyleme geçme enerjisi,Zincit (Zincite)
"Karaciğer, dalak, safra kesesi ve sindirim sistemi sorunlarını tedavi eder","Angel Aura Kuvars, Gaspeite"
Aura temizleyici olarak çalışır,"Angel Aura Kuvars, Aqua Aura Kuvars, Dravit, Faden Kuvars, Franklinite"
Bağışıklık sistemini güçlendirir,"Aqua Aura Kuvars, Azeztulit, Barit, Dalmatian Jasper, Dravit, Galen, Aktinolit, Ametrin, Kalsit, Krizoberil, Dioptaz, Kambaba Jasper, Lapis Lazuli, Pirit, Ryolit, Çinko Taşı, Aegirine, Agrellit, Ağaç Akik, Krokoit, Lemurya Yeşimi, Milibdenit, Okyanus Jasperı, Tanzine Aura Kuvars, Hücre Benzeri Desenli Akik, Kırmızı Kalsit, Portakal Karnelyan, Haşhaş Jasper, Bakır Kalsedon, Krizopraz, Yeşil Florit, Pollusit, Sardonyx, Safir, Larimar, Okenit, Selestobarit, Mıknatıs Taşı (Manyetit), Selenit, Titanit (Sfen), Aktinolit (Actinolite), Ametrin (Ametrine), Apatit (Apatite), Sarı Safir (Pukhraj), Yeşil Diopsit, Morion Kuvars, Que Sera (Llanite)"
Tiroid ve timüs bezini destekler,Aqua Aura Kuvars
Kalp ve vücudu detoksifiye eder,"Atlantisit (Stichtit), Dalmatian Jasper, Galen"
Duygusal dengeyi güçlendirir ve sevgi enerjisini artırır,"Atlantisit, Beril, Dolomit, Eudialyte, Fosfosiderit"
Yaratıcılığı ve ilhamı teşvik eder,"Atlantisit, Beril, Bixbite (Kırmızı Beril), Dolomit, Dravit, Eudialyte"
"Stres, kaygı ve iç huzursuzluğu giderir","Azeztulit, Barit, Beril, Bixbite, Dalmatian Jasper, Dolomit, Dravit, Fosfosiderit"
Uyku sırasında rüyaları hatırlamaya yardımcı olur,"Barit, Bustamite, Girasol Kuvars"
Topraklama sağlayarak enerjiyi dengeler,"Barit, Boji Taşı, Dalmatian Jasper, Dravit, Galen"
Psikolojik engellerin ve geçmiş travmaların aşılmasını sağlar,"Boji Taşı, Bustamite, Datolite, Eudialyte, Fosfosiderit, Gaspeite"
Zihinsel netlik ve odaklanmayı artırır,"Barit, Beril, Boji Taşı, Datolite, Dolomit, Franklinite, Galen, Girasol Kuvars, Sarı Safir (Pukhraj), Zirkon"
Üreme sistemi sağlığını ve cinsel fonksiyonları destekler,"Dolomit, Dravit, Franklinite"
Fiziksel canlılığı ve dayanıklılığı artırır,"Bixbite (Kırmızı Beril), Dolomit, Dravite, Franklinite, Girasol Kuvars"
Bilinçaltını temizlemeye yardımcı olur,"Barit, Galen"
Telepatik aktiviteleri ve psişik yetenekleri geliştirir,"Azeztulit, Benitoyit, Dravit, Faden Kuvars, Fenasit"
Astral seyahat ve boyutlar arası yolculuk için rehberlik eder,"Barit, Datolite, Faden Kuvars, Fenasit"
"Bağımlılıkların (alkol, uyuşturucu vb.) üstesinden gelmeye yardımcı olur","Aegirine, Barit, Dravit, Galen"
"Psişik yetenekleri, sezgileri ve ruhsal farkındalığı geliştirir.","Adamite (Adamit), Rhodizite (Rodizit), Sphalerite (Sfalerit)"
Duygusal dengeyi korur ve iç huzur sağlar.,"Adamite (Adamit), Titanite (Titanit/Sfen)"
Duygusal netlik ve zihinsel bütünlük sağlar.,Adamite (Adamit)
İletişim becerilerini geliştirir ve kendini ifade etmeyi destekler.,Adamite (Adamit)
"Yaşam enerjisini, neşeyi ve pozitifliği artırır.","Adamite (Adamit), Rhodizite (Rodizit), Sphalerite (Sfalerit)"
"Zihinsel netlik, odaklanma ve karar verme süreçlerini destekler.","Adamite (Adamit), Safir, Sphalerite (Sfalerit), Titanite (Titanit/Sfen)"
Yaratıcılığı ve gelecek vizyonunu güçlendirir.,Adamite (Adamit)
"Bolluk, bereket, şans ve iş başarısı getirir.","Adamite (Adamit), Rhodizite (Rodizit), Shiva Lingam, Titanite (Titanit/Sfen)"
Vücut sistemlerini ve organ sağlığını bütünsel olarak destekler.,Adamite (Adamit)
"Depresyon, anksiyete ve duygusal dengesizlikleri hafifletir.",Adamite (Adamit)
Enerjiyi odaklayarak şifa süreçlerini hızlandırır.,Aegirine (Egirin)
Kişisel farkındalığı ve dürüstlüğü artırır.,Aegirine (Egirin)
Ruhsal gelişim ve karmik temizlik süreçlerini destekler.,Aegirine (Egirin)
"Negatif enerjilerden, psişik saldırılardan ve elektromanyetik kirlilikten korur.","Aegirine (Egirin), Rhodizite (Rodizit), Shiva Lingam, Sphalerite (Sfalerit), Amazonit, Aventurin, Florit, Jasper, Shungite, Siyah Turmalin, Lepidolit, Pirit, Amblygonit, Covellite, Hackmanite, Mika, Morion Kuvarsı, Orgonit, Ouro Verde Kuvars, Siyah Kuvars, Blizzard Taşı, Galen, Şungit, Kuvars, Que Sera Taşı, Llanit"
Enerji alanını (aura) temizler ve onarır.,Aegirine (Egirin)
"Özgüven, öz değer ve kişisel gücü artırır.","Aegirine (Egirin), Rhodizite (Rodizit), Sphalerite (Sfalerit), Titanite (Titanit)"
Zihinsel netlik sağlar ve pozitif düşünmeyi teşvik eder.,Aegirine (Egirin)
Özgür iradeyi ve kişisel dürüstlüğü güçlendirir.,"Aegirine (Egirin), Titanite (Titanit)"
İlişkileri şifalandırır ve duygusal bağları güçlendirir.,"Aegirine (Egirin), Titanite (Titanit)"
Duygusal travmaları ve enerji blokajlarını şifalandırır.,Aegirine (Egirin)
Vücudun doğal şifa kapasitesini ve enerji seviyesini artırır.,"Aegirine (Egirin), Rhodizite (Rodizit), Titanite (Titanit)"
Metabolizmayı düzenler ve iç organ sağlığını destekler.,Aegirine (Egirin)
"Kas, eklem ağrılarını hafifletir ve detoksifikasyonu destekler.","Aegirine (Egirin), Titanite (Titanit/Sfen)"
Kundalini enerjisini aktive eder ve ruhsal yükselişi destekler.,Shiva Lingam
Cinsel enerjiyi ruhsal gelişimle bütünleştirir.,Shiva Lingam
Eril ve dişil enerjileri dengeleyerek içsel uyum sağlar.,"Shiva Lingam, Sphalerite (Sfalerit)"
"Cinsel sağlığı, tutkuyu ve üreme enerjisini artırır.","Shiva Lingam, Sphalerite (Sfalerit)"
Psikolojik farkındalık sağlar ve negatif alışkanlıkları dönüştürür.,Shiva Lingam
Duygusal travmaları ve geçmişten gelen yaraları şifalandırır.,Shiva Lingam
Eril enerjiyi ve özgüveni güçlendirir.,Shiva Lingam
Eterik bağları keser ve enerjisel temizlik sağlar.,Shiva Lingam
Dişil enerjiyi ve kadınlık gücünü destekler.,Shiva Lingam
"Üreme sağlığını, doğurganlığı ve hormonal dengeyi destekler.",Shiva Lingam
Vücuttaki enerji akışını ve meridyenleri uyarır.,Shiva Lingam
Zihinsel berraklık sağlar ve aidiyet hissini güçlendirir.,Sphalerite (Sfalerit)
Sinir sistemini sakinleştirir ve destekler.,"Safir, Sphalerite (Sfalerit)"
Gerçeği algılama ve ayırt etme yeteneğini güçlendirir.,Sphalerite (Sfalerit)
Kişisel koruma sağlar ve negatif etkilerden uzak tutar.,Sphalerite (Sfalerit)
Topraklanma sağlar ve dünyaya aidiyet hissini güçlendirir.,"Sphalerite (Sfalerit), Titanite (Titanit/Sfen)"
Enerjisel ve eterik düzeyde derin şifa sağlar.,Titanite (Titanit/Sfen)
Duygusal ve ruhsal geçiş süreçlerinde denge sağlar.,Titanite (Titanit/Sfen)
Sezgileri güçlendirir ve yaratıcılığı besler.,"Shiva Lingam, Sphalerite (Sfalerit), Titanite (Titanit/Sfen)"
Kalp çakrasını açar ve duygusal denge sağlar.,Titanite (Titanit/Sfen)
Negatif enerjiyi temizler ve bütünsel şifa sağlar.,Titanite (Titanit/Sfen)
Bağışıklık sistemini güçlendirir ve vücut direncini artırır.,"Rhodizite (Rodizit), Safir, Sphalerite (Sfalerit), Titanite (Titanit/Sfen)"
Ruhsal engelleri kaldırır ve enerji akışını sağlar.,Rhodizite (Rodizit)
"Beden, zihin ve ruh bütünlüğü sağlayarak farkındalığı artırır.",Rhodizite (Rodizit)
